CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15024.0,2011-11-30 12:01:00,9,135,1495.23,4,4,4,444,Best Customers
15025.0,2011-11-06 15:20:00,32,65,357.11,3,3,2,332,Others
15026.0,2011-09-20 13:52:00,79,58,348.55,2,3,2,232,Others
15027.0,2011-11-09 10:16:00,30,28,801.35,3,2,3,323,Others
15028.0,2011-12-01 14:06:00,7,45,553.48,4,3,2,432,Others
15030.0,2011-09-29 10:50:00,71,5,323.88,2,1,2,212,Others
15031.0,2011-12-05 14:19:00,3,101,540.34,4,4,2,442,Others
15032.0,2011-03-28 15:03:00,255,51,4935.25,1,3,4,134,Others
15033.0,2011-12-05 12:40:00,4,487,2344.72,4,4,4,444,Best Customers
15034.0,2011-11-24 12:11:00,15,350,3733.41,4,4,4,444,Best Customers
15035.0,2011-09-11 11:08:00,89,27,252.73000000000002,2,2,2,222,Others
15036.0,2011-09-28 15:42:00,71,113,400.5,2,4,2,242,Others
15038.0,2011-10-12 11:33:00,58,99,403.29,2,4,2,242,Others
15039.0,2011-11-30 11:31:00,9,1276,16012.74,4,4,4,444,Best Customers
15041.0,2011-06-22 16:16:00,169,64,151.9,1,3,1,131,Others
15042.0,2011-05-24 16:25:00,198,3,46.68,1,1,1,111,Churned Customers
15043.0,2011-11-08 14:26:00,30,3,537.0,3,1,2,312,Others
15044.0,2011-11-20 13:20:00,18,340,5603.780000000001,3,4,4,344,Others
15045.0,2011-07-11 11:33:00,151,4,60.06,1,1,1,111,Churned Customers
15046.0,2011-11-30 15:50:00,8,185,4752.87,4,4,4,444,Best Customers
15047.0,2011-03-15 10:49:00,269,22,343.62,1,2,2,122,Others
15048.0,2011-10-05 14:55:00,64,85,284.35,2,3,2,232,Others
15049.0,2011-03-11 12:13:00,273,3,121.17000000000002,1,1,1,111,Churned Customers
15050.0,2011-11-14 16:17:00,24,73,1676.29,3,3,4,334,Others
15051.0,2011-11-16 15:38:00,22,136,1301.81,3,4,3,343,Others
15052.0,2011-01-24 15:52:00,318,27,135.88,1,2,1,121,Others
15053.0,2011-12-05 12:08:00,4,69,697.79,4,3,3,433,Others
15054.0,2011-11-27 15:02:00,11,112,277.95,4,4,2,442,Others
15057.0,2011-03-09 15:17:00,274,21,1016.4,1,2,3,123,Others
15058.0,2011-11-14 14:57:00,24,246,1886.54,3,4,4,344,Others
15059.0,2011-10-30 11:35:00,40,218,1077.67,3,4,3,343,Others
15060.0,2011-12-01 13:47:00,7,113,277.59,4,4,2,442,Others
15061.0,2011-12-06 12:06:00,3,375,36754.94,4,4,4,444,Best Customers
15062.0,2011-09-29 16:51:00,70,56,971.96,2,3,3,233,Others
15063.0,2011-05-10 13:25:00,212,2,70.19999999999999,1,1,1,111,Churned Customers
15065.0,2011-11-02 09:45:00,37,127,2272.58,3,4,4,344,Others
15066.0,2011-10-17 13:25:00,52,33,701.79,2,2,3,223,Others
15067.0,2011-09-22 13:20:00,77,74,1457.56,2,3,4,234,Others
15068.0,2011-10-24 14:47:00,45,97,459.21,3,4,2,342,Others
15069.0,2011-06-13 14:16:00,178,54,825.48,1,3,3,133,Others
15070.0,2010-12-02 11:23:00,372,1,106.2,1,1,1,111,Churned Customers
15071.0,2011-09-07 11:43:00,93,20,724.22,2,2,3,223,Others
15073.0,2011-11-30 10:44:00,9,54,1043.41,4,3,3,433,Others
15074.0,2011-08-26 14:45:00,104,41,748.87,2,3,3,233,Others
15075.0,2011-09-23 12:27:00,77,23,649.18,2,2,3,223,Others
15076.0,2011-06-20 08:23:00,172,44,771.3,1,3,3,133,Others
15078.0,2011-12-02 15:41:00,6,423,9421.06,4,4,4,444,Best Customers
15079.0,2011-05-11 12:44:00,212,45,773.76,1,3,3,133,Others
15081.0,2011-11-17 17:08:00,21,26,378.7,3,2,2,322,Others
15083.0,2011-03-28 12:18:00,256,3,62.699999999999996,1,1,1,111,Churned Customers
15087.0,2011-03-03 10:34:00,281,15,306.94,1,1,2,112,Others
15088.0,2011-11-18 13:14:00,20,46,825.52,3,3,3,333,Others
15089.0,2011-11-29 16:31:00,9,128,1920.29,4,4,4,444,Best Customers
15090.0,2011-02-04 14:03:00,307,18,286.52,1,2,2,122,Others
15091.0,2011-10-03 12:47:00,67,29,446.71,2,2,2,222,Others
15092.0,2011-05-08 14:10:00,214,16,279.61,1,2,2,122,Others
15093.0,2011-11-21 13:09:00,17,95,3517.02,4,4,4,444,Best Customers
15095.0,2011-08-28 12:01:00,103,44,1278.5,2,3,3,233,Others
15096.0,2011-10-28 10:27:00,42,10,206.89000000000001,3,1,1,311,Others
15097.0,2011-12-05 14:03:00,3,23,215.08,4,2,1,421,Others
15098.0,2011-06-10 15:22:00,181,1,297.0,1,1,2,112,Others
15099.0,2011-09-16 13:13:00,83,23,410.48,2,2,2,222,Others
15101.0,2011-12-01 10:18:00,8,8,317.53,4,1,2,412,Others
15103.0,2011-11-08 14:53:00,30,32,573.46,3,2,3,323,Others
15104.0,2011-05-27 12:29:00,196,45,592.49,1,3,3,133,Others
15105.0,2011-11-21 16:54:00,17,98,2159.33,4,4,4,444,Best Customers
15106.0,2011-11-22 09:16:00,17,93,1291.97,4,4,3,443,Others
15107.0,2011-02-01 14:46:00,310,10,175.5,1,1,1,111,Churned Customers
15108.0,2011-07-21 10:24:00,141,47,983.5500000000001,1,3,3,133,Others
15109.0,2011-04-08 09:58:00,245,20,327.15000000000003,1,2,2,122,Others
15110.0,2011-11-16 11:16:00,23,25,620.4,3,2,3,323,Others
15111.0,2011-11-10 16:58:00,28,72,1339.68,3,3,3,333,Others
15113.0,2011-11-30 08:23:00,9,94,3474.83,4,4,4,444,Best Customers
15114.0,2011-11-09 15:05:00,29,197,2760.56,3,4,4,344,Others
15115.0,2011-11-21 14:59:00,17,18,238.81,4,2,1,421,Others
15116.0,2011-11-22 12:25:00,17,44,1298.0,4,3,3,433,Others
15117.0,2011-11-25 08:12:00,14,75,1498.73,4,3,4,434,Others
15118.0,2011-07-28 14:54:00,133,1,244.8,2,1,1,211,Others
15119.0,2011-04-08 09:08:00,245,10,162.8,1,1,1,111,Churned Customers
15120.0,2011-07-29 09:48:00,133,17,263.12,2,2,2,222,Others
15121.0,2011-10-20 14:51:00,49,25,399.07,3,2,2,322,Others
15122.0,2011-08-17 16:48:00,113,72,1461.78,2,3,4,234,Others
15123.0,2011-12-02 13:12:00,6,96,1985.9099999999999,4,4,4,444,Best Customers
15124.0,2011-11-17 10:09:00,22,13,154.34,3,1,1,311,Others
15125.0,2011-11-14 13:57:00,24,115,10392.28,3,4,4,344,Others
15127.0,2011-10-05 10:30:00,65,16,406.53,2,2,2,222,Others
15128.0,2011-10-10 13:54:00,59,97,1393.3,2,4,3,243,Others
15129.0,2011-10-20 14:40:00,49,78,3313.55,3,3,4,334,Others
15130.0,2011-06-23 10:15:00,169,22,330.11,1,2,2,122,Others
15132.0,2011-11-21 17:10:00,17,52,977.9300000000001,4,3,3,433,Others
15133.0,2011-08-04 10:44:00,127,28,965.42,2,2,3,223,Others
15134.0,2011-11-25 08:55:00,14,73,1387.99,4,3,3,433,Others
15135.0,2011-04-14 19:16:00,238,9,139.05,1,1,1,111,Churned Customers
15136.0,2011-12-07 12:26:00,2,68,1286.7,4,3,3,433,Others
15139.0,2011-04-14 11:39:00,239,13,178.96,1,1,1,111,Churned Customers
15140.0,2011-10-18 14:07:00,51,77,2229.65,2,3,4,234,Others
15142.0,2011-10-24 12:51:00,45,23,449.24,3,2,2,322,Others
15143.0,2011-04-28 12:03:00,225,13,239.55,1,1,1,111,Churned Customers
15144.0,2011-12-01 15:12:00,7,206,6357.44,4,4,4,444,Best Customers
15145.0,2011-12-05 17:21:00,3,56,945.13,4,3,3,433,Others
15146.0,2011-06-28 12:09:00,164,89,1299.76,1,3,3,133,Others
15147.0,2011-04-13 15:57:00,239,23,405.4,1,2,2,122,Others
15148.0,2011-11-29 08:21:00,10,20,301.29,4,2,2,422,Others
15149.0,2011-07-29 10:58:00,133,14,372.45000000000005,2,1,2,212,Others
15150.0,2011-11-22 12:52:00,16,307,4724.17,4,4,4,444,Best Customers
15152.0,2011-11-30 12:32:00,9,230,3854.39,4,4,4,444,Best Customers
15153.0,2011-11-08 17:09:00,30,19,279.9,3,2,2,322,Others
15154.0,2011-09-25 16:05:00,74,64,199.47,2,3,1,231,Others
15156.0,2011-12-08 18:22:00,0,49,762.39,4,3,3,433,Others
15157.0,2011-12-06 11:28:00,3,121,1763.57,4,4,4,444,Best Customers
15158.0,2011-10-25 13:53:00,44,7,401.40000000000003,3,1,2,312,Others
15159.0,2011-12-08 12:05:00,1,657,15938.56,4,4,4,444,Best Customers
15160.0,2010-12-17 14:15:00,356,4,158.16,1,1,1,111,Churned Customers
15163.0,2011-11-21 13:10:00,17,28,287.47,4,2,2,422,Others
15164.0,2011-10-02 12:05:00,68,95,777.55,2,4,3,243,Others
15165.0,2010-12-01 14:03:00,372,20,362.7,1,2,2,122,Others
15167.0,2011-01-23 12:41:00,320,37,138.6,1,2,1,121,Others
15168.0,2011-11-14 11:26:00,25,4,58.86,3,1,1,311,Others
15171.0,2011-01-12 15:36:00,330,5,1289.5,1,1,3,113,Others
15172.0,2011-12-01 11:51:00,8,107,1579.2,4,4,4,444,Best Customers
15174.0,2011-01-21 09:06:00,322,11,135.75,1,1,1,111,Churned Customers
15175.0,2011-09-29 11:31:00,71,23,224.14,2,2,1,221,Others
15178.0,2011-03-24 15:12:00,259,3,40.5,1,1,1,111,Churned Customers
15179.0,2011-11-21 12:53:00,17,86,2061.55,4,3,4,434,Others
15180.0,2010-12-07 14:57:00,366,6,87.5,1,1,1,111,Churned Customers
15181.0,2011-10-04 13:58:00,65,15,450.67999999999995,2,1,2,212,Others
15182.0,2011-07-08 13:37:00,153,28,605.85,1,2,3,123,Others
15184.0,2011-11-10 13:41:00,28,55,288.01,3,3,2,332,Others
15185.0,2011-09-30 14:06:00,69,20,230.72,2,2,1,221,Others
15186.0,2011-11-25 14:58:00,13,17,370.01,4,2,2,422,Others
15187.0,2011-12-08 11:56:00,1,80,2970.08,4,3,4,434,Others
15189.0,2011-12-08 13:22:00,0,181,12117.54,4,4,4,444,Best Customers
15192.0,2011-08-12 11:41:00,119,45,845.52,2,3,3,233,Others
15193.0,2011-10-10 08:23:00,60,12,350.87,2,1,2,212,Others
15194.0,2011-12-06 15:10:00,2,294,6962.83,4,4,4,444,Best Customers
15195.0,2011-12-07 12:20:00,2,1,3861.0,4,1,4,414,Others
15197.0,2011-11-29 10:00:00,10,30,634.71,4,2,3,423,Others
15198.0,2011-09-08 14:42:00,91,10,193.64,2,1,1,211,Others
15199.0,2011-10-11 15:12:00,58,12,1183.7,2,1,3,213,Others
15201.0,2011-09-13 14:53:00,86,69,1236.54,2,3,3,233,Others
15203.0,2011-11-14 08:16:00,25,142,1827.8,3,4,4,344,Others
15204.0,2010-12-17 13:49:00,356,8,248.58,1,1,1,111,Churned Customers
15205.0,2011-09-15 19:36:00,84,31,453.69,2,2,2,222,Others
15206.0,2011-11-29 13:41:00,9,9,420.29999999999995,4,1,2,412,Others
15208.0,2011-12-08 17:24:00,0,26,442.57,4,2,2,422,Others
15210.0,2011-04-28 16:11:00,224,18,245.28,1,2,1,121,Others
15211.0,2011-10-10 13:31:00,59,41,670.9100000000001,2,3,3,233,Others
15212.0,2011-04-12 13:45:00,240,4,62.0,1,1,1,111,Churned Customers
15213.0,2011-01-25 12:21:00,318,24,328.35,1,2,2,122,Others
15214.0,2011-12-08 12:07:00,1,103,1543.94,4,4,4,444,Best Customers
15215.0,2011-10-24 11:41:00,46,26,494.24,3,2,2,322,Others
15216.0,2011-09-13 11:41:00,87,1,33.0,2,1,1,211,Others
15218.0,2011-11-29 11:48:00,10,151,5457.49,4,4,4,444,Best Customers
15219.0,2011-06-16 16:57:00,175,3,152.8,1,1,1,111,Churned Customers
15220.0,2011-10-19 12:39:00,51,111,1674.21,2,4,4,244,Others
15221.0,2010-12-08 13:08:00,365,2,162.60000000000002,1,1,1,111,Churned Customers
15222.0,2011-01-25 08:03:00,318,5,585.0,1,1,3,113,Others
15223.0,2011-04-28 11:31:00,225,17,444.55,1,2,2,122,Others
15224.0,2010-12-16 15:02:00,357,12,244.13,1,1,1,111,Churned Customers
15225.0,2011-04-19 14:51:00,233,19,344.70000000000005,1,2,2,122,Others
15226.0,2011-02-02 11:41:00,310,7,128.91,1,1,1,111,Churned Customers
15227.0,2011-11-03 11:59:00,36,48,971.1,3,3,3,333,Others
15228.0,2011-10-04 13:56:00,65,115,3112.5099999999998,2,4,4,244,Others
15230.0,2011-04-14 14:39:00,238,23,429.6,1,2,2,122,Others
15232.0,2011-08-18 16:27:00,112,31,612.06,2,2,3,223,Others
15234.0,2011-03-08 08:53:00,276,14,197.0,1,1,1,111,Churned Customers
15235.0,2011-05-06 09:44:00,217,130,2015.51,1,4,4,144,Others
15236.0,2011-02-14 10:52:00,298,15,321.05,1,1,2,112,Others
15237.0,2011-12-08 09:46:00,1,91,1259.22,4,3,3,433,Others
15238.0,2011-11-10 14:28:00,28,48,915.19,3,3,3,333,Others
15239.0,2011-11-29 14:14:00,9,48,763.59,4,3,3,433,Others
15240.0,2011-10-26 09:50:00,44,75,1671.92,3,3,4,334,Others
15241.0,2011-10-04 09:05:00,66,105,1578.49,2,4,4,244,Others
15243.0,2011-09-26 14:12:00,73,22,316.68,2,2,2,222,Others
15244.0,2011-10-05 13:19:00,64,31,565.17,2,2,2,222,Others
15245.0,2011-07-28 18:56:00,133,88,2481.84,2,3,4,234,Others
15246.0,2011-04-15 14:45:00,237,31,481.5,1,2,2,122,Others
15247.0,2011-08-09 12:52:00,121,6,356.0,2,1,2,212,Others
15249.0,2011-11-08 11:45:00,31,334,6388.76,3,4,4,344,Others
15251.0,2011-11-30 15:02:00,8,89,8619.94,4,3,4,434,Others
15252.0,2011-11-03 13:30:00,35,44,740.78,3,3,3,333,Others
15253.0,2011-11-23 16:22:00,15,52,908.25,4,3,3,433,Others
15254.0,2011-08-04 15:04:00,126,18,300.36,2,2,2,222,Others
15255.0,2011-10-04 12:43:00,66,46,865.35,2,3,3,233,Others
15256.0,2011-07-14 11:47:00,148,6,98.45,1,1,1,111,Churned Customers
15257.0,2011-03-01 12:58:00,282,2,40.2,1,1,1,111,Churned Customers
15258.0,2011-06-24 12:30:00,168,23,386.76,1,2,2,122,Others
15260.0,2011-08-31 13:55:00,99,70,1653.27,2,3,4,234,Others
15261.0,2011-07-27 15:20:00,134,19,254.82,2,2,2,222,Others
15262.0,2011-01-20 12:16:00,323,9,161.95000000000002,1,1,1,111,Churned Customers
15263.0,2011-08-25 10:26:00,106,11,139.51,2,1,1,211,Others
15264.0,2011-10-06 13:49:00,63,23,393.74,2,2,2,222,Others
15265.0,2011-07-11 14:46:00,150,60,1076.52,1,3,3,133,Others
15266.0,2011-01-05 13:40:00,337,3,47.7,1,1,1,111,Churned Customers
15267.0,2011-11-17 15:59:00,21,11,1717.36,3,1,4,314,Others
15269.0,2011-11-16 09:32:00,23,1,118.80000000000001,3,1,1,311,Others
15270.0,2011-11-24 09:24:00,15,36,2004.49,4,2,4,424,Others
15271.0,2011-12-02 14:11:00,6,247,2196.77,4,4,4,444,Best Customers
15272.0,2011-10-13 12:59:00,56,51,518.64,2,3,2,232,Others
15274.0,2011-12-05 16:57:00,3,47,716.57,4,3,3,433,Others
15275.0,2011-11-02 11:20:00,37,35,530.89,3,2,2,322,Others
15276.0,2011-10-04 16:39:00,65,45,102.06,2,3,1,231,Others
15277.0,2011-10-24 10:08:00,46,12,255.89999999999998,3,1,2,312,Others
15279.0,2010-12-20 10:48:00,354,17,260.61,1,2,2,122,Others
15280.0,2011-06-20 17:14:00,171,16,113.12,1,2,1,121,Others
15281.0,2011-10-12 09:10:00,58,117,1959.6000000000001,2,4,4,244,Others
15286.0,2011-10-21 11:08:00,49,3,240.55,3,1,1,311,Others
15287.0,2011-11-17 15:34:00,21,20,486.69,3,2,2,322,Others
15288.0,2011-10-27 16:58:00,42,80,2074.12,3,3,4,334,Others
15289.0,2011-11-10 13:49:00,28,58,939.78,3,3,3,333,Others
15290.0,2011-12-05 11:39:00,4,172,6543.97,4,4,4,444,Best Customers
15291.0,2011-11-14 11:02:00,25,78,3852.4,3,3,4,334,Others
15292.0,2011-05-22 15:00:00,200,19,114.24000000000001,1,2,1,121,Others
15296.0,2011-10-20 11:47:00,50,172,3078.71,3,4,4,344,Others
15297.0,2011-11-29 16:32:00,9,38,624.94,4,3,3,433,Others
15298.0,2011-12-07 17:17:00,1,185,4540.2,4,4,4,444,Best Customers
15299.0,2011-10-03 14:19:00,66,5,3379.16,2,1,4,214,Others
15300.0,2011-10-06 17:08:00,63,26,454.44,2,2,2,222,Others
15301.0,2011-10-20 09:57:00,50,216,4466.8,3,4,4,344,Others
15303.0,2011-02-22 13:59:00,289,25,444.42,1,2,2,122,Others
15304.0,2011-10-10 10:23:00,60,13,242.60000000000002,2,1,1,211,Others
15306.0,2011-10-06 12:56:00,63,53,969.7,2,3,3,233,Others
15307.0,2011-09-05 11:38:00,95,7,119.20000000000002,2,1,1,211,Others
15308.0,2011-03-10 13:08:00,273,15,232.17000000000002,1,1,1,111,Churned Customers
15311.0,2011-12-09 12:00:00,0,2254,57786.4,4,4,4,444,Best Customers
15312.0,2011-09-25 13:10:00,74,47,924.85,2,3,3,233,Others
15313.0,2011-08-21 16:02:00,109,1,52.0,2,1,1,211,Others
15314.0,2011-05-24 14:39:00,198,24,327.97,1,2,2,122,Others
15315.0,2011-10-06 12:51:00,63,37,570.5,2,2,3,223,Others
15316.0,2011-01-17 11:34:00,326,1,165.0,1,1,1,111,Churned Customers
15318.0,2011-12-06 11:30:00,3,33,312.62,4,2,2,422,Others
15319.0,2011-03-01 12:48:00,283,13,145.0,1,1,1,111,Churned Customers
15320.0,2011-10-26 13:27:00,43,35,258.63,3,2,2,322,Others
15321.0,2011-09-30 09:40:00,70,85,2343.16,2,3,4,234,Others
15322.0,2011-09-15 09:34:00,85,39,620.58,2,3,3,233,Others
15325.0,2011-08-28 11:55:00,103,48,162.29,2,3,1,231,Others
15326.0,2011-01-10 11:38:00,333,29,311.71,1,2,2,122,Others
15327.0,2011-10-18 11:55:00,52,7,125.1,2,1,1,211,Others
15329.0,2011-10-31 15:36:00,38,49,830.95,3,3,3,333,Others
15330.0,2011-11-07 17:50:00,31,13,714.96,3,1,3,313,Others
15332.0,2010-12-08 14:43:00,365,35,1661.06,1,2,4,124,Others
15333.0,2011-05-15 13:27:00,207,16,1028.56,1,2,3,123,Others
15334.0,2011-07-06 11:22:00,156,97,341.72,1,4,2,142,Others
15335.0,2011-10-17 12:50:00,53,34,165.47,2,2,1,221,Others
15339.0,2011-10-04 12:51:00,65,83,540.87,2,3,2,232,Others
15341.0,2011-09-20 09:40:00,80,17,2020.52,2,2,4,224,Others
15342.0,2011-08-02 10:19:00,129,23,391.14,2,2,2,222,Others
15343.0,2011-09-13 13:55:00,86,11,153.7,2,1,1,211,Others
15344.0,2011-11-07 17:08:00,31,12,187.79000000000002,3,1,1,311,Others
15345.0,2011-10-25 11:28:00,45,13,230.39000000000001,3,1,1,311,Others
15346.0,2011-01-11 11:18:00,332,17,252.42000000000002,1,2,1,121,Others
15347.0,2010-12-08 15:25:00,365,5,201.60000000000002,1,1,1,111,Churned Customers
15348.0,2011-09-28 13:17:00,71,9,158.04,2,1,1,211,Others
15349.0,2011-07-04 16:06:00,157,64,405.61,1,3,2,132,Others
15350.0,2010-12-01 13:33:00,372,5,115.65,1,1,1,111,Churned Customers
15351.0,2011-11-27 12:52:00,11,202,1658.31,4,4,4,444,Best Customers
15353.0,2011-03-30 12:15:00,254,54,555.1700000000001,1,3,2,132,Others
15355.0,2011-11-10 13:44:00,28,11,189.3,3,1,1,311,Others
15356.0,2011-11-08 13:11:00,30,496,2737.65,3,4,4,344,Others
15358.0,2011-12-05 09:04:00,4,532,7955.1,4,4,4,444,Best Customers
15360.0,2011-10-31 09:35:00,39,13,427.93,3,1,2,312,Others
15361.0,2010-12-13 09:52:00,361,7,418.92,1,1,2,112,Others
15363.0,2010-12-02 12:28:00,372,15,310.1,1,1,2,112,Others
15364.0,2011-09-05 09:46:00,95,29,913.19,2,2,3,223,Others
15365.0,2011-11-14 08:29:00,25,104,2115.7200000000003,3,4,4,344,Others
15366.0,2011-09-25 15:01:00,74,41,566.06,2,3,2,232,Others
15367.0,2011-10-13 14:13:00,56,89,1740.69,2,3,4,234,Others
15368.0,2011-11-18 14:42:00,20,3,430.44000000000005,3,1,2,312,Others
15370.0,2011-09-29 13:35:00,70,80,1495.2,2,3,4,234,Others
15372.0,2011-07-25 16:39:00,136,27,2007.3999999999999,2,2,4,224,Others
15373.0,2011-12-01 15:05:00,7,100,1400.01,4,4,3,443,Others
15374.0,2011-08-03 09:59:00,128,2,117.0,2,1,1,211,Others
15376.0,2011-10-30 15:04:00,39,108,1092.81,3,4,3,343,Others
15379.0,2011-06-23 13:13:00,168,184,3421.89,1,4,4,144,Others
15380.0,2011-12-01 12:13:00,8,16,517.36,4,2,2,422,Others
15381.0,2011-03-16 13:44:00,267,7,282.29999999999995,1,1,2,112,Others
15382.0,2011-11-25 10:58:00,14,282,5405.56,4,4,4,444,Best Customers
15384.0,2011-06-23 10:57:00,169,40,622.51,1,3,3,133,Others
15385.0,2011-10-30 15:11:00,39,11,300.38,3,1,2,312,Others
15386.0,2011-06-06 13:47:00,185,31,394.14,1,2,2,122,Others
15388.0,2011-03-14 13:53:00,269,10,140.54,1,1,1,111,Churned Customers
15389.0,2011-06-20 16:18:00,171,1,500.0,1,1,2,112,Others
15392.0,2011-12-05 11:01:00,4,82,1488.73,4,3,4,434,Others
15393.0,2011-11-23 16:48:00,15,12,231.86,4,1,1,411,Others
15394.0,2011-11-30 11:49:00,9,75,1793.69,4,3,4,434,Others
15395.0,2011-01-18 12:40:00,325,5,74.55000000000001,1,1,1,111,Churned Customers
15396.0,2011-08-19 10:56:00,112,12,204.28,2,1,1,211,Others
15397.0,2011-02-23 09:25:00,289,6,94.0,1,1,1,111,Churned Customers
15398.0,2011-11-23 16:47:00,15,70,1283.63,4,3,3,433,Others
15399.0,2011-12-08 13:04:00,0,50,815.77,4,3,3,433,Others
15400.0,2011-09-08 13:57:00,91,12,716.2,2,1,3,213,Others
15402.0,2011-07-14 12:17:00,148,37,527.37,1,2,2,122,Others
15405.0,2011-06-03 14:44:00,188,6,230.6,1,1,1,111,Churned Customers
15406.0,2011-11-08 13:22:00,30,43,340.91,3,3,2,332,Others
15407.0,2011-11-06 11:55:00,33,135,693.64,3,4,3,343,Others
15408.0,2011-03-20 15:02:00,263,24,121.98,1,2,1,121,Others
15410.0,2011-09-16 14:47:00,83,108,2816.19,2,4,4,244,Others
15411.0,2011-11-13 15:19:00,25,79,1052.08,3,3,3,333,Others
15412.0,2011-06-21 15:24:00,170,8,80.03,1,1,1,111,Churned Customers
15414.0,2011-11-30 09:50:00,9,35,718.6500000000001,4,2,3,423,Others
15415.0,2011-01-30 14:13:00,312,45,555.8100000000001,1,3,2,132,Others
15416.0,2011-10-06 09:38:00,64,170,3211.12,2,4,4,244,Others
15417.0,2011-09-15 15:26:00,84,28,508.8,2,2,2,222,Others
15419.0,2011-11-15 09:23:00,24,8,135.86,3,1,1,311,Others
15421.0,2011-10-12 09:20:00,58,50,870.86,2,3,3,233,Others
15422.0,2011-01-20 16:17:00,322,6,97.7,1,1,1,111,Churned Customers
15423.0,2011-11-01 14:01:00,37,2,43.5,3,1,1,311,Others
15424.0,2011-03-30 13:02:00,253,17,383.34,1,2,2,122,Others
15426.0,2011-11-20 15:36:00,18,258,1239.39,3,4,3,343,Others
15427.0,2011-11-06 14:29:00,32,282,1335.99,3,4,3,343,Others
15428.0,2011-11-24 16:54:00,14,6,93.78,4,1,1,411,Others
15429.0,2011-11-13 12:28:00,26,79,359.0,3,3,2,332,Others
15432.0,2011-11-16 16:30:00,22,10,171.19,3,1,1,311,Others
15433.0,2011-05-10 10:45:00,213,41,533.3,1,3,2,132,Others
15434.0,2011-12-01 13:33:00,7,54,1028.98,4,3,3,433,Others
15435.0,2011-11-17 16:39:00,21,25,109.94,3,2,1,321,Others
15436.0,2011-11-27 16:05:00,11,276,965.93,4,4,3,443,Others
15437.0,2011-03-22 13:11:00,261,43,183.71,1,3,1,131,Others
15438.0,2011-07-31 14:19:00,130,23,137.13,2,2,1,221,Others
15440.0,2011-10-16 12:16:00,54,59,307.18,2,3,2,232,Others
15442.0,2011-04-05 12:24:00,248,2,594.0,1,1,3,113,Others
15443.0,2011-12-08 10:40:00,1,340,2805.11,4,4,4,444,Best Customers
15444.0,2011-11-30 17:37:00,8,201,1260.86,4,4,3,443,Others
15445.0,2011-03-20 15:06:00,263,3,68.1,1,1,1,111,Churned Customers
15447.0,2011-01-13 11:26:00,330,8,129.67,1,1,1,111,Churned Customers
15448.0,2011-01-31 10:42:00,312,24,405.04,1,2,2,122,Others
15449.0,2011-11-13 15:02:00,25,59,954.62,3,3,3,333,Others
15450.0,2011-11-09 17:11:00,29,28,388.94,3,2,2,322,Others
15452.0,2011-11-10 12:13:00,29,53,503.08,3,3,2,332,Others
15453.0,2011-12-08 10:59:00,1,260,1176.72,4,4,3,443,Others
15454.0,2010-12-12 14:21:00,361,24,157.2,1,2,1,121,Others
15456.0,2011-03-01 13:51:00,282,57,421.72,1,3,2,132,Others
15457.0,2011-03-22 15:31:00,261,57,217.17,1,3,1,131,Others
15458.0,2011-11-14 13:08:00,24,7,161.64,3,1,1,311,Others
15460.0,2010-12-20 16:08:00,353,51,169.66,1,3,1,131,Others
15462.0,2011-09-06 13:11:00,93,11,234.6,2,1,1,211,Others
15463.0,2011-11-10 12:57:00,28,7,126.14,3,1,1,311,Others
15464.0,2011-01-05 15:56:00,337,133,717.45,1,4,3,143,Others
15465.0,2011-11-20 10:11:00,19,58,2769.67,3,3,4,334,Others
15466.0,2011-09-15 14:08:00,84,56,324.58,2,3,2,232,Others
15467.0,2011-11-30 14:17:00,8,51,499.93,4,3,2,432,Others
15468.0,2011-10-19 13:38:00,50,19,377.91,3,2,2,322,Others
15469.0,2011-10-20 16:21:00,49,16,282.1,3,2,2,322,Others
15471.0,2011-12-07 14:12:00,1,71,452.73,4,3,2,432,Others
15472.0,2011-08-18 15:17:00,112,72,335.15999999999997,2,3,2,232,Others
15473.0,2011-11-25 15:15:00,13,11,1771.2,4,1,4,414,Others
15475.0,2011-09-23 15:20:00,76,28,406.31,2,2,2,222,Others
15478.0,2011-10-30 14:19:00,39,39,1186.47,3,3,3,333,Others
15480.0,2011-08-15 14:32:00,115,37,579.25,2,2,3,223,Others
15482.0,2011-11-24 10:46:00,15,84,8091.76,4,3,4,434,Others
15483.0,2011-07-01 13:07:00,160,83,225.31,1,3,1,131,Others
15484.0,2011-12-08 15:03:00,0,179,3435.11,4,4,4,444,Best Customers
15485.0,2011-11-09 14:31:00,29,69,1998.6000000000001,3,3,4,334,Others
15488.0,2011-09-08 10:11:00,92,1,76.32000000000001,2,1,1,211,Others
15489.0,2011-11-17 08:53:00,22,44,986.63,3,3,3,333,Others
15491.0,2011-09-05 15:56:00,94,127,2577.79,2,4,4,244,Others
15492.0,2011-11-11 14:53:00,27,30,518.66,3,2,2,322,Others
15493.0,2011-11-07 12:04:00,32,227,1225.2,3,4,3,343,Others
15494.0,2011-11-18 14:51:00,20,113,1184.43,3,4,3,343,Others
15497.0,2011-11-22 11:51:00,17,13,989.2,4,1,3,413,Others
15498.0,2011-12-07 12:48:00,2,473,11939.7,4,4,4,444,Best Customers
15500.0,2011-12-01 13:47:00,7,55,872.41,4,3,3,433,Others
